date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ

03/10/2020,/files/properties/2020/7/17/thumbnails/06565930-2336-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,20 lầu,2 phòng ngủ,chỗ để xe, 93 m vuông, ---, _," 5,5 tỷ ","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/default.jpg,15m,NULL,2 phòng ngủ,chỗ để xe, 69 m vuông, ---, _," 1,25 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"

03/10/2020,/files/properties/2020/9/10/thumbnails/0du-an-bom-tan-quan-hoang-mai-du-an-cuoi-cung-mat-duong-giai-phong.jpg,NULL,NULL,2 phòng ngủ,NULL, 64 m vuông, ---, _," 1,8 tỷ ","Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/07051507-0530-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,16 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 2,2 tỷ ","Đường Tam Trinh, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/07051353-4745-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,10m,1 lầu,3 phòng ngủ,NULL, 120 m vuông, ---, _, 60 triệu / m,"Đường Từ Hoa, Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/07051010-0047-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,NULL,NULL,3 phòng ngủ,NULL, 94 m vuông, ---, _, 4 tỷ ,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/07050201-2752-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,25 lầu,2 phòng ngủ,chỗ để xe, 82 m vuông, ---, _," 18,2 triệu / m","Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/0ban-can-ho-chung-cu-toa-n01-t2-ngoai-giao-doan-vo-chi-cong-3pn-112m2-cuc-dep-.jpg,NULL,10 lầu,3 phòng ngủ,chỗ để xe, 112 m vuông, 10x11m, _," 3,472 tỷ ","Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/7/12/thumbnails/06531355-2143-ban-can-ho-chung-cu-ha-noi.jpg,NULL,20 lầu,3 phòng ngủ,NULL, 95 m vuông, ---, _," 2,95 tỷ ","Đường Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"

03/10/2020,/files/properties/2020/10/3/thumbnails/07049916-0327-ban-can-ho-chung-cu-quan-bac-tu-liem.jpg,NULL,11 lầu,2 phòng ngủ,NULL, 66 m vuông, ---, _," 1,98 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/8/14/thumbnails/06741965-5644-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,20 lầu,3 phòng ngủ,NULL, 95 m vuông, ---, _," 2,48 tỷ ","Đường Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/8/11/thumbnails/06721641-5552-ban-can-ho-chung-cu-ha-noi.jpg,NULL,1 lầu,1 phòng ngủ,NULL, 73 m vuông, ---, _," 3,4 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2020/7/4/thumbnails/06480410-1909-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,NULL,20 lầu,2 phòng ngủ,NULL, 97 m vuông, ---, _," 3,75 tỷ ","Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/default.jpg,NULL,8 lầu,3 phòng ngủ,NULL, 115 m vuông, 10x10m, _," 1,6 tỷ ","Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội"

03/10/2020,/files/properties/2020/3/17/thumbnails/05941230-1553-ban-can-ho-chung-cu-ha-noi.jpg,NULL,25 lầu,4 phòng ngủ,NULL, 113 m vuông, ---, Đông Bắc, 810 triệu ,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội"

03/10/2020,/files/properties/2020/3/13/thumbnails/05925560-1115-ban-can-ho-chung-cu-ha-noi.jpg,NULL,27 lầu,2 phòng ngủ,NULL, 65 m vuông, ---, _," 1,5 tỷ ","Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

03/10/2020,/files/properties/2020/5/9/thumbnails/06131109-4155-ban-can-ho-chung-cu-quan-long-bien-gia-re.jpg,NULL,2 lầu,2 phòng ngủ,NULL, 48 m vuông, ---, _, 940 triệu ,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội"

03/10/2020,/files/properties/2020/3/19/thumbnails/05956017-0249-ban-can-ho-chung-cu-ha-noi.jpg,NULL,22 lầu,2 phòng ngủ,NULL, 50 m vuông, ---, _, 900 triệu ,"Đường Phúc Lợi, Phường Giang Biên, Quận Long Biên, Hà Nội"

03/10/2020,/files/properties/2020/9/24/thumbnails/06995222-2518-ban-can-ho-chung-cu-huyen-thanh-tri-chinh-chu.jpg,7m,NULL,3 phòng ngủ,chỗ để xe, 78 m vuông, ---, _," 1,35 tỷ ","Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

03/10/2020,/files/properties/2020/9/24/thumbnails/06995385-3555-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,8m,NULL,3 phòng ngủ,chỗ để xe, 106 m vuông, ---, _," 3,5 tỷ ","Đường Tố Hữu, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2020/8/18/thumbnails/06763565-0804-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,18 lầu,3 phòng ngủ,NULL, 87 m vuông, ---, _," 3,36 tỷ ","Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/8/24/thumbnails/0ban-chung-cu-thang-long-tower-128m2-3-pn-2-vs-gia-25tr-m2.jpg,NULL,17 lầu,3 phòng ngủ,NULL, 128 m vuông, ---, _," 3,2 tỷ ","Đường Mạc Thái Tổ, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/9/2/thumbnails/06851059-0405-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,20 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, _," 2,35 tỷ ","Đường Nguyễn Văn Huyên, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/8/31/thumbnails/0ban-cccc-thap-c-golden-palace-me-tri-94m2-2pn-2vs-2-ban-cong.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 94 m vuông, ---, _," 2,945 tỷ ","Đường Hồ Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/7/22/thumbnails/0can-tien-ban-chung-cu-a10-nam-trung-yen-61m2-2-phong-ngu-nhinh-2-ty-.jpg,NULL,20 lầu,2 phòng ngủ,NULL, 61 m vuông, ---, _," 2,25 tỷ ","Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/7/27/thumbnails/0ban-suat-ngoai-giao-can-ho-hpc-landmark-107m2-3-pn-2-wc-.jpg,NULL,20 lầu,3 phòng ngủ,NULL, 107 m vuông, ---, _," 2,3 tỷ ","Đường Tố Hữu, Quận Hà Đông, Hà Nội"

03/10/2020,/files/properties/2019/10/31/thumbnails/05372011-1623-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,25 lầu,4 phòng ngủ,chỗ để xe, 192 m vuông, ---, _," 7,5 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/8/13/thumbnails/06731971-3545-ban-can-ho-chung-cu-quan-ha-dong-gia-re.jpg,NULL,16 lầu,2 phòng ngủ,NULL, 68 m vuông, ---, _," 1,4 tỷ ","Đường Phú Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội"

03/10/2020,/files/properties/2019/5/4/thumbnails/20190504_114450_4361755_0.jpg,NULL,15 lầu,4 phòng ngủ,NULL, 142 m vuông, ---, _," 6,85 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2019/5/4/thumbnails/20190504_085349_4359920_0.jpg,NULL,34 lầu,2 phòng ngủ,chỗ để xe, 80 m vuông, ---, _," 2,7 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2019/10/29/thumbnails/05362305-1821-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,20 lầu,4 phòng ngủ,chỗ để xe, 157 m vuông, ---, _," 6,75 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2019/10/31/thumbnails/0gia-dinh-can-ban-gap-ch-park-10-park-hill-premium-195m2-10ty-bao-noi-that-mien-mg-.jpg,NULL,34 lầu,5 phòng ngủ,chỗ để xe, 195 m vuông, ---, _, 10 tỷ ,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/6/26/thumbnails/06424461-2617-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,4 lầu,2 phòng ngủ,NULL, 56 m vuông, ---, _, 820 triệu ,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2017/9/25/thumbnails/20170925_113612_2407118_0.jpg,NULL,NULL,NULL,NULL, 50 m vuông, ---, _," 1,2 tỷ ","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/5/11/thumbnails/0mo-ban-chung-cu-mini-cao-cap-kim-dong-nguyen-duc-canh-30-55m2.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 30 m vuông, ---, _, 670 triệu ,"Đường Thanh Nhàn, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2017/12/28/thumbnails/20171228_052133_2693666_0.jpg,NULL,5 lầu,2 phòng ngủ,chỗ để xe, 33 m vuông, ---, _, 570 triệu ,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2017/3/27/thumbnails/20170327_080938_1923780_0.jpg,NULL,NULL,NULL,NULL, 50 m vuông, ---, _, 880 triệu ,"Phường Khương Hạ, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2020/9/25/thumbnails/0ban-chung-cu-mini-ton-that-tung-dai-hoc-y-30-50m2.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 30 m vuông, ---, _, 760 triệu ,"Phố Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2017/10/2/thumbnails/20171002_044442_2426770_0.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 50 m vuông, ---, _, 920 triệu ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2017/3/23/thumbnails/20170323_024219_1916203_0.jpg,NULL,NULL,NULL,NULL, 50 m vuông, ---, _, 850 triệu ,"Đường Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội"

03/10/2020,/files/properties/2017/10/24/thumbnails/20171024_085405_2488318_0.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 65 m vuông, ---, _, 700 triệu ,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2017/4/4/thumbnails/20170404_104044_1947053_0.jpg,NULL,NULL,NULL,NULL, 50 m vuông, ---, _, 590 triệu ,"Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2017/8/9/thumbnails/20170809_035727_2289179_0.jpg,NULL,NULL,NULL,NULL, 50 m vuông, ---, _, 800 triệu ,"Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội"

03/10/2020,/files/properties/default.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 52 m vuông, ---, _, 800 triệu ,"Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2019/12/1/thumbnails/05543367-3829-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,5m,1 lầu,2 phòng ngủ,NULL, 70 m vuông, 6x12m, _," 2,3 tỷ ","Phố Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/9/9/thumbnails/0chinh-chu-ban-gap-can-ho-1304b-watermark-88m2-huong-nam-view-ho-tay-4-7-ty.jpg,NULL,13 lầu,2 phòng ngủ,NULL, 88 m vuông, ---, Nam," 4,7 tỷ ","Đường Lạc Long Quân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/4/8/thumbnails/20200408_022149_266851_0.jpg,NULL,2 lầu,12 phòng ngủ,NULL, 50 m vuông, ---, _, 13 triệu / m,"Đường Bắc Thăng Long-Hải Bối, Xã Kim Chung, Huyện Đông Anh, Hà Nội"

03/10/2020,/files/properties/2020/8/18/thumbnails/05899202-0901-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,27 lầu,2 phòng ngủ,NULL, 53 m vuông, ---, _, 15 triệu / m,"Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"

03/10/2020,/files/properties/2017/11/24/thumbnails/20171124_035556_2587866_0.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 600 triệu ,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2019/3/6/thumbnails/20190306_094334_4072636_0.jpg,NULL,8 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 750 triệu ,"Phố Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2019/2/26/thumbnails/20190226_044200_4035160_0.jpg,NULL,7 lầu,1 phòng ngủ,chỗ để xe, 30 m vuông, ---, _, 600 triệu ,"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/6/20/thumbnails/06388560-0235-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,7 lầu,1 phòng ngủ,chỗ để xe, 30 m vuông, ---, _, 600 triệu ,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2019/9/25/thumbnails/20190925_024242_5156169_0.jpg,NULL,7 lầu,1 phòng ngủ,chỗ để xe, 35 m vuông, ---, _, 500 triệu ,"Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2018/4/16/thumbnails/20180416_083317_2932718_0.jpg,NULL,7 lầu,2 phòng ngủ,chỗ để xe, 31 m vuông, ---, _, 600 triệu ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"

03/10/2020,/files/properties/2020/8/21/thumbnails/0ban-ccmn-tran-khat-tran-hoa-lu-600tr-can-ngo-oto-full-noi-that-o-ngay.jpg,NULL,7 lầu,1 phòng ngủ,chỗ để xe, 28 m vuông, ---, _, 600 triệu ,"Phố Hoa Lư, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/6/2/thumbnails/06267746-2650-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,7 lầu,1 phòng ngủ,NULL, 28 m vuông, ---, _, 600 triệu ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/3/14/thumbnails/05928001-4441-ban-can-ho-chung-cu-quan-cau-giay.jpg,NULL,19 lầu,2 phòng ngủ,chỗ để xe, 96 m vuông," 9,6x10m", Tây Nam," 3,6 tỷ ","Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/10/1/thumbnails/07037622-0906-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,3m,6 lầu,2 phòng ngủ,chỗ để xe, 43 m vuông, 30x30m, Đông, 650 triệu ,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/9/19/thumbnails/06961786-4201-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,3m,7 lầu,2 phòng ngủ,chỗ để xe, 43 m vuông, 30x30m, Đông, 700 triệu ,"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/7/15/thumbnails/06107207-4242-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,3m,8 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, 30x30m, Tây Nam, 600 triệu ,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"

03/10/2020,/files/properties/2020/9/26/thumbnails/07008651-2807-ban-can-ho-chung-cu-ha-noi.jpg,3m,6 lầu,2 phòng ngủ,chỗ để xe, 43 m vuông, 30x30m, Đông, 660 triệu ,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

03/10/2020,/files/properties/2020/5/22/thumbnails/06202728-4241-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,3m,8 lầu,2 phòng ngủ,chỗ để xe, 46 m vuông, 30x30m, Đông Nam, 650 triệu ,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/6/25/thumbnails/06420998-5259-ban-can-ho-chung-cu-ha-noi.jpg,3m,8 lầu,2 phòng ngủ,NULL, 48 m vuông, 30x30m, Đông Nam, 650 triệu ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/6/4/thumbnails/06284370-2243-ban-can-ho-chung-cu-quan-dong-da.jpg,3m,8 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, 30x30m, Đông Nam, 650 triệu ,"Phố Khâm Thiên, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/7/4/thumbnails/06477128-3028-ban-can-ho-chung-cu-quan-tay-ho.jpg,3m,8 lầu,2 phòng ngủ,NULL, 48 m vuông, 30x30m, Đông Nam, 650 triệu ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/7/6/thumbnails/06489397-3508-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,3m,8 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, 30x30m, Đông Nam, 660 triệu ,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/7/9/thumbnails/06510340-5048-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,3m,8 lầu,2 phòng ngủ,NULL, 48 m vuông, 40x40m, Đông Nam, 660 triệu ,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/7/1/thumbnails/06454595-2146-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,3m,8 lầu,2 phòng ngủ,NULL, 48 m vuông, 30x30m, Đông Nam, 660 triệu ,"Đường Giải Phóng, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2020/6/4/thumbnails/0chu-dau-tu-ban-truc-tiep-chung-cu-pho-truong-dinh-tan-mai-du-noi-that-gia-tu-590tr.jpg,3m,8 lầu,2 phòng ngủ,chỗ để xe, 48 m vuông, 30x30m, Đông Nam, 650 triệu ,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2020/8/21/thumbnails/06781295-5114-ban-can-ho-chung-cu-ha-noi.jpg,NULL,12 lầu,3 phòng ngủ,chỗ để xe, 120 m vuông, 12x10m, _, 27 triệu / m,"Đường Nguyễn Trãi, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2020/9/29/thumbnails/07021345-4741-ban-can-ho-chung-cu-ha-noi.jpg,12m,10 lầu,3 phòng ngủ,chỗ để xe, 120 m vuông, 10x12m, Đông Nam, 27 triệu / m,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"

03/10/2020,/files/properties/2020/9/11/thumbnails/06907109-1752-ban-can-ho-chung-cu-ha-noi.jpg,NULL,12 lầu,3 phòng ngủ,NULL, 78 m vuông, ---, _," 2,2 tỷ ","Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/6/25/thumbnails/0ban-can-ho-tai-toa-s4-smart-city-dai-mo-nam-tu-liem-2pn-2-wc-60m2-view-dep-gia-lh.jpg,NULL,NULL,2 phòng ngủ,NULL, 60 m vuông, ---, _," 1,98 tỷ ","Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội"

03/10/2020,/files/properties/default.jpg,NULL,NULL,NULL,NULL, 144 m vuông, ---, _," 5,6 tỷ ","Phố Tây Sơn, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/8/13/thumbnails/20200813_074311_6729719_0.jpg,NULL,NULL,NULL,NULL, 58 m vuông, ---, _," 1,78 tỷ ","Xã Đa Tốn, Huyện Gia Lâm, Hà Nội"

03/10/2020,/files/properties/2020/9/3/thumbnails/06854567-4239-ban-can-ho-chung-cu-ha-noi.jpg,NULL,48 lầu,3 phòng ngủ,chỗ để xe, 98 m vuông, ---, _," 2,1 tỷ ","Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội"

03/10/2020,/files/properties/2020/9/15/thumbnails/06932681-2538-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 650 triệu ,"Phố Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/5/7/thumbnails/0chung-cu-mini-vo-chi-cong-xuan-la-32-50m2-1-2pn-o-ngay-chi-tu-590-trieu-can.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 590 triệu ,"Phường Xuân La, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/6/15/thumbnails/0mo-ban-chung-cu-mini-vong-thi-ho-tay-33-50m2-ngo-2-lan-o-to-chi-hon-650-trieu-can.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 48 m vuông, ---, _, 850 triệu ,"Phố Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"

03/10/2020,/files/properties/2020/8/20/thumbnails/06775958-3635-ban-can-ho-chung-cu-ha-noi.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 700 triệu ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/6/10/thumbnails/06321187-3154-ban-can-ho-chung-cu-quan-hoang-mai.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 600 triệu ,"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"

03/10/2020,/files/properties/2020/9/15/thumbnails/06931611-0101-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 700 triệu ,"Đường Lê Đại Hành, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/default.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 36 m vuông, ---, _, 590 triệu ,"Phố Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/5/29/thumbnails/06243934-2355-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 600 triệu ,"Phố Xã Đàn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/5/15/thumbnails/0mo-ban-chung-cu-mini-hao-nam-o-cho-dua-34-50m2-1-2pn-o-ngay.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 700 triệu ,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/6/13/thumbnails/06339681-1433-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 600 triệu ,"Phố Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/6/2/thumbnails/06265326-5327-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 700 triệu ,"Đường Hồ Văn Chương, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

03/10/2020,/files/properties/2020/6/2/thumbnails/0mo-ban-chung-cu-mini-kham-thien-tran-khat-tran-35-55m2-thoang-de-o-ngay-chi-tu-700-trieu.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 35 m vuông, ---, _, 700 triệu ,"Đường Trần Khát Chân, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"

03/10/2020,/files/properties/2020/5/29/thumbnails/06246791-0953-ban-can-ho-chung-cu-ha-noi.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 32 m vuông, ---, _, 600 triệu ,"Phố Duy Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"

03/10/2020,/files/properties/2020/8/13/thumbnails/06736882-4145-ban-can-ho-chung-cu-huyen-gia-lam.jpg,NULL,1 lầu,3 phòng ngủ,chỗ để xe, 75 m vuông, ---, _," 2,8 tỷ ","Đường Trâu Quỳ, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội"

03/10/2020,/files/properties/2019/4/14/thumbnails/20190414_014443_4270038_0.jpg,50m,16 lầu,3 phòng ngủ,chỗ để xe, 139 m vuông, 12x11m, Đông Bắc," 4,5 tỷ ","Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

